#	 ( ( millie ( or millie ) ) dog )	 ( pumpkin dog )	#
#	 ( ( pumpkin ( or oona ) ) puppy )	 ( mouse puppy )	#
#	 ( ( mertz ( or millie ) ) spotted )	 ( abby spotted )	#
<	 ( ( mouse ( and marcel ) ) pet )	 ( marcel pet )	<
<	 ( mouse puppy )	 ( ( mouse ( or mouse ) ) dog )	=
>	 ( ( mouse ( or marcel ) ) pet )	 ( ( oona ( and marcel ) ) pet )	>
>	 ( mouse striped )	 ( ( mouse ( and mertz ) ) striped )	>
#	 ( ( marcel ( or oona ) ) cat )	 ( ollie cat )	#
#	 ( ( abby ( or marcel ) ) striped )	 ( oona striped )	#
v	 ( ( mouse ( and pumpkin ) ) striped )	 ( mouse spotted )	<
#	 ( ( abby ( or ( abby ( and millie ) ) ) ) dog )	 ( abby pet )	=
^	 ( ( mertz ( and mertz ) ) spotted )	 ( mertz striped )	=
|	 ( ( marcel ( or abby ) ) pony )	 ( marcel kitten )	>
#	 ( millie puppy )	 ( ( ( abby ( or abby ) ) ( or abby ) ) puppy )	#
|	 ( ( millie ( or millie ) ) kitten )	 ( millie spotted )	=
>	 ( mertz striped )	 ( ( ollie ( and mertz ) ) striped )	>
>	 ( ollie cat )	 ( ( ollie ( and mouse ) ) kitten )	>
=	 ( ( ollie ( or ollie ) ) dog )	 ( ollie dog )	=
|	 ( ( mouse ( or marcel ) ) striped )	 ( mouse puppy )	>
#	 ( oona spotted )	 ( ( millie ( or abby ) ) spotted )	#
#	 ( pumpkin puppy )	 ( ( pumpkin ( and pumpkin ) ) pet )	=
#	 ( ( mouse ( and ollie ) ) puppy )	 ( abby puppy )	#
#	 ( ( abby ( or abby ) ) pet )	 ( abby cat )	=
|	 ( mouse pony )	 ( ( mouse ( or mouse ) ) dog )	=
#	 ( ( mouse ( and mertz ) ) puppy )	 ( ollie puppy )	#
|	 ( ( mouse ( or abby ) ) kitten )	 ( mouse pony )	>
<	 ( ( pumpkin ( and marcel ) ) pet )	 ( marcel pet )	<
<	 ( marcel puppy )	 ( ( marcel ( or pumpkin ) ) spotted )	<
|	 ( ( mertz ( or pumpkin ) ) pony )	 ( mertz dog )	>
>	 ( ( marcel ( and marcel ) ) spotted )	 ( marcel puppy )	=
#	 ( ( oona ( and oona ) ) kitten )	 ( mouse kitten )	#
#	 ( marcel striped )	 ( ( mouse ( or mouse ) ) spotted )	#
>	 ( ( mouse ( or ollie ) ) spotted )	 ( ollie spotted )	>
#	 ( ( ollie ( or mertz ) ) pony )	 ( mouse pony )	#
|	 ( ( ( oona ( or abby ) ) ( and oona ) ) cat )	 ( oona pony )	=
#	 ( mouse striped )	 ( ( marcel ( or oona ) ) spotted )	#
|	 ( ( mouse ( and mouse ) ) kitten )	 ( mouse pony )	=
#	 ( mertz striped )	 ( ( pumpkin ( or oona ) ) striped )	#
#	 ( ( ollie ( or mertz ) ) striped )	 ( pumpkin striped )	#
<	 ( oona puppy )	 ( ( mertz ( or ( millie ( or oona ) ) ) ) puppy )	<
#	 ( pumpkin spotted )	 ( ( mertz ( or millie ) ) spotted )	#
<	 ( ollie pony )	 ( ( ollie ( or mouse ) ) pony )	<
#	 ( ( marcel ( and marcel ) ) pet )	 ( oona pet )	#
|	 ( ( oona ( or mertz ) ) cat )	 ( oona puppy )	>
>	 ( ( millie ( or pumpkin ) ) puppy )	 ( pumpkin puppy )	>
|	 ( mouse pony )	 ( ( mouse ( and ( oona ( or abby ) ) ) ) dog )	>
#	 ( ( mertz ( and mertz ) ) pet )	 ( marcel pet )	#
#	 ( mouse kitten )	 ( ( millie ( and millie ) ) kitten )	#
<	 ( pumpkin cat )	 ( ( mouse ( or pumpkin ) ) cat )	<
>	 ( ( abby ( or millie ) ) dog )	 ( millie dog )	>
|	 ( ( marcel ( or mouse ) ) puppy )	 ( mouse kitten )	>
<	 ( ollie spotted )	 ( ( abby ( or ollie ) ) spotted )	<
#	 ( ( mertz ( or marcel ) ) cat )	 ( ( marcel ( or ollie ) ) cat )	#
#	 ( ollie striped )	 ( ( mouse ( or abby ) ) spotted )	#
#	 ( ( marcel ( or marcel ) ) spotted )	 ( marcel pony )	=
#	 ( mouse spotted )	 ( ( ollie ( and oona ) ) striped )	#
=	 ( mertz spotted )	 ( ( mertz ( or mertz ) ) spotted )	=
#	 ( marcel cat )	 ( ( ollie ( or abby ) ) cat )	#
#	 ( ollie kitten )	 ( ( oona ( or oona ) ) kitten )	#
|	 ( millie pony )	 ( ( millie ( or millie ) ) cat )	=
<	 ( ( pumpkin ( and abby ) ) cat )	 ( pumpkin cat )	<
#	 ( mouse kitten )	 ( ( millie ( or millie ) ) kitten )	#
>	 ( ( mertz ( or mouse ) ) dog )	 ( mouse dog )	>
#	 ( mouse pony )	 ( ( millie ( and abby ) ) pony )	#
>	 ( ( mertz ( or oona ) ) spotted )	 ( oona spotted )	>
#	 ( ollie pony )	 ( ( mertz ( and ( abby ( or ollie ) ) ) ) pony )	#
#	 ( millie pet )	 ( ( abby ( or ollie ) ) pet )	#
#	 ( ( mertz ( or ollie ) ) spotted )	 ( mouse spotted )	#
#	 ( ( ollie ( or ollie ) ) pony )	 ( ollie spotted )	=
#	 ( millie spotted )	 ( ( mouse ( and pumpkin ) ) striped )	#
#	 ( ( ollie ( or ollie ) ) kitten )	 ( oona kitten )	#
|	 ( mouse puppy )	 ( ( ( mouse ( and abby ) ) ( or mouse ) ) pony )	=
#	 ( pumpkin puppy )	 ( ( mouse ( and mouse ) ) puppy )	#
#	 ( oona spotted )	 ( ( abby ( and abby ) ) spotted )	#
v	 ( ( pumpkin ( and mouse ) ) striped )	 ( mouse spotted )	<
#	 ( ( marcel ( and marcel ) ) pet )	 ( marcel cat )	=
^	 ( mouse spotted )	 ( ( mouse ( and mouse ) ) striped )	=
#	 ( ( millie ( and mertz ) ) spotted )	 ( oona striped )	#
>	 ( marcel striped )	 ( ( abby ( and marcel ) ) striped )	>
#	 ( ( marcel ( and marcel ) ) pet )	 ( marcel puppy )	=
#	 ( millie cat )	 ( ( ( mertz ( or abby ) ) ( and ollie ) ) cat )	#
#	 ( oona pony )	 ( ( mouse ( or mertz ) ) pony )	#
>	 ( abby cat )	 ( ( oona ( and abby ) ) cat )	>
<	 ( ( ( mertz ( and abby ) ) ( or abby ) ) kitten )	 ( abby cat )	=
<	 ( ( mertz ( and mertz ) ) kitten )	 ( mertz cat )	=
|	 ( mouse spotted )	 ( ( mouse ( or mouse ) ) kitten )	=
#	 ( ollie striped )	 ( ( ollie ( or ollie ) ) pony )	=
#	 ( mertz pet )	 ( ( ollie ( and millie ) ) pet )	#
|	 ( oona kitten )	 ( ( mouse ( and oona ) ) dog )	>
#	 ( ( mertz ( and mouse ) ) pet )	 ( millie pet )	#
#	 ( pumpkin spotted )	 ( ( pumpkin ( and pumpkin ) ) pony )	=
#	 ( ollie spotted )	 ( ( mouse ( or pumpkin ) ) spotted )	#
|	 ( ollie cat )	 ( ( ollie ( and ollie ) ) dog )	=
#	 ( oona dog )	 ( ( marcel ( or millie ) ) dog )	#
#	 ( ( ollie ( or ollie ) ) dog )	 ( ollie striped )	=
|	 ( oona dog )	 ( ( oona ( and mertz ) ) cat )	>
#	 ( marcel cat )	 ( ( marcel ( or marcel ) ) striped )	=
|	 ( pumpkin puppy )	 ( ( pumpkin ( and mertz ) ) cat )	>
#	 ( ( oona ( or oona ) ) kitten )	 ( mouse kitten )	#
>	 ( ( mertz ( or abby ) ) dog )	 ( mertz puppy )	>
>	 ( ( mertz ( or pumpkin ) ) dog )	 ( mertz dog )	>
#	 ( ( millie ( and millie ) ) dog )	 ( ollie dog )	#
|	 ( oona spotted )	 ( ( oona ( or oona ) ) kitten )	=
=	 ( ( oona ( or oona ) ) dog )	 ( oona dog )	=
#	 ( ( oona ( or oona ) ) striped )	 ( ollie striped )	#
|	 ( ( mertz ( or oona ) ) kitten )	 ( mertz pony )	>
#	 ( abby spotted )	 ( ( abby ( and abby ) ) dog )	=
|	 ( millie pony )	 ( ( millie ( and millie ) ) dog )	=
|	 ( ( abby ( and abby ) ) striped )	 ( abby puppy )	=
#	 ( pumpkin spotted )	 ( ( ollie ( or ollie ) ) striped )	#
|	 ( marcel cat )	 ( ( pumpkin ( and marcel ) ) pony )	>
<	 ( mertz kitten )	 ( ( ollie ( or mertz ) ) cat )	<
#	 ( ollie striped )	 ( ( marcel ( and mertz ) ) striped )	#
>	 ( mouse puppy )	 ( ( oona ( and mouse ) ) puppy )	>
>	 ( mouse striped )	 ( ( abby ( and mouse ) ) kitten )	>
>	 ( mertz dog )	 ( ( mertz ( and mertz ) ) puppy )	=
|	 ( millie cat )	 ( ( mouse ( and millie ) ) dog )	>
v	 ( ( mouse ( and pumpkin ) ) spotted )	 ( mouse striped )	<
|	 ( ( mouse ( and mouse ) ) cat )	 ( mouse pony )	=
|	 ( ( mouse ( or ( abby ( and millie ) ) ) ) cat )	 ( mouse dog )	>
#	 ( ( mertz ( or millie ) ) cat )	 ( mouse cat )	#
|	 ( ( pumpkin ( or millie ) ) kitten )	 ( pumpkin spotted )	>
#	 ( ( millie ( and millie ) ) pony )	 ( millie striped )	=
#	 ( ollie spotted )	 ( ( mouse ( and mouse ) ) striped )	#
>	 ( ( abby ( and abby ) ) striped )	 ( abby kitten )	=
#	 ( oona kitten )	 ( ( millie ( or marcel ) ) kitten )	#
#	 ( ( ( oona ( and oona ) ) ( and oona ) ) striped )	 ( oona pony )	=
|	 ( ( mouse ( or ollie ) ) kitten )	 ( ollie spotted )	>
|	 ( abby kitten )	 ( ( mouse ( and ( abby ( or abby ) ) ) ) puppy )	>
>	 ( marcel striped )	 ( ( mertz ( and marcel ) ) kitten )	>
>	 ( ( mouse ( or oona ) ) kitten )	 ( mouse kitten )	>
<	 ( ( abby ( and mouse ) ) puppy )	 ( abby puppy )	<
#	 ( oona pet )	 ( ( millie ( and ( abby ( or millie ) ) ) ) pet )	#
#	 ( ollie dog )	 ( ( ollie ( or ollie ) ) pet )	=
|	 ( mertz cat )	 ( ( mertz ( and ollie ) ) dog )	>
|	 ( ( mouse ( or marcel ) ) cat )	 ( marcel pony )	>
>	 ( ( oona ( or mouse ) ) striped )	 ( oona kitten )	>
<	 ( mertz cat )	 ( ( mouse ( or mertz ) ) cat )	<
#	 ( ( mouse ( and mouse ) ) striped )	 ( ollie spotted )	#
>	 ( ( ( ollie ( or oona ) ) ( or ollie ) ) dog )	 ( oona dog )	>
#	 ( ( mouse ( or millie ) ) pet )	 ( abby pet )	#
#	 ( mertz dog )	 ( ( ollie ( or ( ollie ( and oona ) ) ) ) dog )	#
|	 ( mertz pony )	 ( ( abby ( and mertz ) ) cat )	>
|	 ( millie kitten )	 ( ( millie ( and millie ) ) puppy )	=
>	 ( ( pumpkin ( or mouse ) ) striped )	 ( mouse kitten )	>
#	 ( oona striped )	 ( ( millie ( and mouse ) ) striped )	#
|	 ( ( mertz ( or mertz ) ) puppy )	 ( mertz pony )	=
#	 ( ( ( millie ( and mertz ) ) ( or mertz ) ) dog )	 ( abby dog )	#
#	 ( ( ollie ( and ollie ) ) pony )	 ( mouse pony )	#
|	 ( mouse pony )	 ( ( ollie ( and mouse ) ) dog )	>
#	 ( pumpkin puppy )	 ( ( oona ( and oona ) ) puppy )	#
#	 ( ( millie ( or mouse ) ) kitten )	 ( abby kitten )	#
#	 ( ( ollie ( and marcel ) ) pet )	 ( ( oona ( and marcel ) ) pet )	#
<	 ( mouse spotted )	 ( ( ollie ( or mouse ) ) spotted )	<
|	 ( millie dog )	 ( ( millie ( and pumpkin ) ) kitten )	>
|	 ( pumpkin kitten )	 ( ( pumpkin ( and mouse ) ) puppy )	>
>	 ( mertz dog )	 ( ( ( ollie ( and mertz ) ) ( or mertz ) ) puppy )	=
#	 ( ( abby ( or millie ) ) pet )	 ( oona pet )	#
#	 ( ( marcel ( or marcel ) ) kitten )	 ( marcel pet )	=
|	 ( ( abby ( or millie ) ) cat )	 ( millie puppy )	>
#	 ( mertz spotted )	 ( ( oona ( and marcel ) ) striped )	#
#	 ( ( marcel ( and marcel ) ) dog )	 ( marcel spotted )	=
#	 ( ( millie ( or ( millie ( or millie ) ) ) ) pet )	 ( ollie pet )	#
#	 ( ( marcel ( or marcel ) ) spotted )	 ( marcel pet )	=
#	 ( ( ollie ( or abby ) ) puppy )	 ( mertz puppy )	#
|	 ( mertz spotted )	 ( ( pumpkin ( and mertz ) ) kitten )	>
|	 ( pumpkin striped )	 ( ( oona ( and pumpkin ) ) puppy )	>
#	 ( ( oona ( or ollie ) ) puppy )	 ( ( abby ( or abby ) ) puppy )	#
#	 ( abby puppy )	 ( ( ollie ( and pumpkin ) ) puppy )	#
#	 ( ( oona ( and pumpkin ) ) puppy )	 ( mouse puppy )	#
#	 ( millie cat )	 ( ( ( abby ( or marcel ) ) ( and marcel ) ) cat )	#
>	 ( millie dog )	 ( ( abby ( and millie ) ) puppy )	>
>	 ( ( ollie ( or millie ) ) spotted )	 ( ollie puppy )	>
|	 ( ( mertz ( and mertz ) ) spotted )	 ( mertz kitten )	=
<	 ( ( ollie ( and abby ) ) pet )	 ( ( mertz ( or abby ) ) pet )	<
#	 ( abby spotted )	 ( ( millie ( or mertz ) ) striped )	#
#	 ( ( pumpkin ( or oona ) ) dog )	 ( mertz dog )	#
<	 ( pumpkin puppy )	 ( ( oona ( or pumpkin ) ) spotted )	<
|	 ( millie puppy )	 ( ( millie ( or millie ) ) pony )	=
|	 ( ( mouse ( or ollie ) ) spotted )	 ( ollie kitten )	>
|	 ( millie dog )	 ( ( abby ( and ( millie ( and abby ) ) ) ) pony )	>
#	 ( oona cat )	 ( ( mertz ( and mouse ) ) cat )	#
#	 ( marcel striped )	 ( ( marcel ( and marcel ) ) cat )	=
<	 ( ( mertz ( and mouse ) ) spotted )	 ( mouse spotted )	<
#	 ( ( oona ( and abby ) ) cat )	 ( marcel cat )	#
|	 ( marcel pony )	 ( ( ollie ( and marcel ) ) kitten )	>
|	 ( ( mertz ( or ollie ) ) puppy )	 ( mertz pony )	>
<	 ( millie pet )	 ( ( ollie ( or millie ) ) pet )	<
|	 ( ( abby ( or ( mouse ( and mouse ) ) ) ) dog )	 ( abby pony )	>
>	 ( mertz cat )	 ( ( mouse ( and mertz ) ) cat )	>
#	 ( ( abby ( and abby ) ) cat )	 ( mouse cat )	#
#	 ( millie kitten )	 ( ( millie ( or millie ) ) pet )	=
#	 ( ( oona ( and millie ) ) kitten )	 ( abby kitten )	#
|	 ( ( oona ( or oona ) ) cat )	 ( ( oona ( or oona ) ) puppy )	=
<	 ( ( millie ( and mertz ) ) pet )	 ( mertz pet )	<
=	 ( ( millie ( and millie ) ) dog )	 ( millie dog )	=
#	 ( millie kitten )	 ( ( abby ( or abby ) ) kitten )	#
#	 ( millie striped )	 ( ( millie ( and millie ) ) cat )	=
<	 ( ( ollie ( and millie ) ) cat )	 ( ollie cat )	<
|	 ( ollie puppy )	 ( ( ollie ( and pumpkin ) ) cat )	>
#	 ( millie kitten )	 ( ( abby ( or ollie ) ) kitten )	#
>	 ( pumpkin cat )	 ( ( pumpkin ( and pumpkin ) ) kitten )	=
|	 ( abby puppy )	 ( ( ( oona ( and abby ) ) ( and abby ) ) cat )	>
#	 ( ollie pony )	 ( ( mertz ( or mertz ) ) pony )	#
#	 ( mouse dog )	 ( ( ollie ( or abby ) ) dog )	#
#	 ( ( ( abby ( or abby ) ) ( or abby ) ) pet )	 ( abby pony )	=
|	 ( ( oona ( or oona ) ) kitten )	 ( oona spotted )	=
|	 ( ( mouse ( or ( mertz ( and millie ) ) ) ) cat )	 ( mouse pony )	>
<	 ( oona puppy )	 ( ( oona ( and oona ) ) spotted )	=
|	 ( ( ollie ( or mouse ) ) puppy )	 ( ollie kitten )	>
#	 ( oona pony )	 ( ( abby ( and millie ) ) pony )	#
#	 ( ollie puppy )	 ( ( pumpkin ( or pumpkin ) ) puppy )	#
<	 ( mouse kitten )	 ( ( mouse ( or mouse ) ) striped )	=
>	 ( ollie dog )	 ( ( marcel ( and ( ollie ( or ollie ) ) ) ) dog )	>
#	 ( ( oona ( and abby ) ) pet )	 ( ollie pet )	#
#	 ( abby spotted )	 ( ( mouse ( or mouse ) ) striped )	#
#	 ( ollie pet )	 ( ( abby ( and millie ) ) pet )	#
=	 ( abby dog )	 ( ( abby ( and abby ) ) dog )	=
>	 ( abby puppy )	 ( ( abby ( and pumpkin ) ) puppy )	>
#	 ( ( millie ( or millie ) ) kitten )	 ( mertz kitten )	#
#	 ( ( ollie ( or pumpkin ) ) striped )	 ( mouse spotted )	#
>	 ( ( marcel ( or oona ) ) spotted )	 ( marcel spotted )	>
#	 ( pumpkin spotted )	 ( ( millie ( and oona ) ) striped )	#
#	 ( ( abby ( and marcel ) ) pet )	 ( ( ollie ( and marcel ) ) pet )	#
|	 ( ( mertz ( or pumpkin ) ) dog )	 ( pumpkin kitten )	>
=	 ( abby kitten )	 ( ( abby ( and ( abby ( or oona ) ) ) ) kitten )	=
#	 ( abby striped )	 ( ( oona ( and marcel ) ) striped )	#
|	 ( mouse dog )	 ( ( millie ( and mouse ) ) cat )	>
#	 ( millie striped )	 ( ( mertz ( and mouse ) ) spotted )	#
#	 ( ( millie ( or marcel ) ) spotted )	 ( oona spotted )	#
#	 ( mouse pony )	 ( ( oona ( and ( abby ( or abby ) ) ) ) pony )	#
#	 ( ( mouse ( or mouse ) ) dog )	 ( mouse spotted )	=
#	 ( ( marcel ( and marcel ) ) dog )	 ( marcel striped )	=
>	 ( marcel striped )	 ( ( marcel ( and marcel ) ) kitten )	=
|	 ( ( ollie ( or millie ) ) puppy )	 ( ollie cat )	>
>	 ( ( mertz ( or oona ) ) spotted )	 ( oona puppy )	>
#	 ( oona striped )	 ( ( oona ( or oona ) ) pony )	=
#	 ( ( pumpkin ( or pumpkin ) ) pet )	 ( pumpkin cat )	=
#	 ( mouse pony )	 ( ( mertz ( or marcel ) ) pony )	#
<	 ( mertz kitten )	 ( ( mouse ( or mertz ) ) striped )	<
>	 ( abby striped )	 ( ( abby ( and ollie ) ) striped )	>
#	 ( marcel cat )	 ( ( millie ( or oona ) ) cat )	#
|	 ( mertz puppy )	 ( ( mouse ( and mertz ) ) cat )	>
#	 ( mouse dog )	 ( ( ( abby ( or marcel ) ) ( or marcel ) ) dog )	#
|	 ( ( millie ( or mouse ) ) puppy )	 ( mouse pony )	>
>	 ( millie dog )	 ( ( millie ( and ( mertz ( or abby ) ) ) ) dog )	>
#	 ( ( mertz ( or pumpkin ) ) pony )	 ( abby pony )	#
#	 ( ( millie ( and ollie ) ) cat )	 ( pumpkin cat )	#
|	 ( ( mouse ( or millie ) ) cat )	 ( millie puppy )	>
#	 ( ( pumpkin ( or mertz ) ) puppy )	 ( oona puppy )	#
<	 ( ( oona ( and marcel ) ) striped )	 ( oona striped )	<
<	 ( mertz pony )	 ( ( mertz ( or oona ) ) pony )	<
=	 ( oona puppy )	 ( ( oona ( and oona ) ) puppy )	=
#	 ( ( pumpkin ( or millie ) ) dog )	 ( mouse dog )	#
#	 ( ( mouse ( or mertz ) ) pony )	 ( marcel pony )	#
#	 ( pumpkin pony )	 ( ( mertz ( and mertz ) ) pony )	#
#	 ( ( oona ( or oona ) ) puppy )	 ( marcel puppy )	#
|	 ( ( marcel ( or ollie ) ) pony )	 ( marcel puppy )	>
>	 ( ( pumpkin ( or pumpkin ) ) cat )	 ( pumpkin kitten )	=
<	 ( ( oona ( and mouse ) ) pony )	 ( mouse pony )	<
#	 ( pumpkin spotted )	 ( ( abby ( and marcel ) ) striped )	#
#	 ( ( marcel ( or pumpkin ) ) striped )	 ( mertz striped )	#
|	 ( ollie spotted )	 ( ( ollie ( or ollie ) ) kitten )	=
#	 ( ( pumpkin ( or marcel ) ) striped )	 ( ollie spotted )	#
v	 ( marcel striped )	 ( ( oona ( or marcel ) ) spotted )	<
#	 ( ( ( ollie ( and marcel ) ) ( or marcel ) ) pet )	 ( ollie pet )	#
|	 ( ( marcel ( or mertz ) ) cat )	 ( marcel pony )	>
|	 ( ( oona ( or ollie ) ) kitten )	 ( oona puppy )	>
#	 ( ( ( ollie ( and abby ) ) ( or abby ) ) spotted )	 ( abby pony )	=
v	 ( millie spotted )	 ( ( millie ( or marcel ) ) striped )	<
>	 ( abby cat )	 ( ( abby ( and millie ) ) kitten )	>
=	 ( ( mouse ( and mouse ) ) puppy )	 ( mouse puppy )	=
>	 ( mouse dog )	 ( ( millie ( and mouse ) ) dog )	>
|	 ( abby kitten )	 ( ( abby ( and pumpkin ) ) dog )	>
#	 ( ( mouse ( or millie ) ) pet )	 ( oona pet )	#
#	 ( pumpkin pet )	 ( ( oona ( or oona ) ) pet )	#
#	 ( mertz pony )	 ( ( mertz ( or mertz ) ) pet )	=
#	 ( mouse pet )	 ( ( mouse ( or mouse ) ) pony )	=
#	 ( marcel striped )	 ( ( ollie ( and pumpkin ) ) striped )	#
#	 ( mertz kitten )	 ( ( millie ( or pumpkin ) ) kitten )	#
<	 ( ( marcel ( and mertz ) ) pet )	 ( mertz pet )	<
#	 ( mertz pet )	 ( ( marcel ( or oona ) ) pet )	#
#	 ( millie kitten )	 ( ( pumpkin ( and abby ) ) kitten )	#
|	 ( ( marcel ( or pumpkin ) ) kitten )	 ( pumpkin dog )	>
>	 ( ( ( abby ( and abby ) ) ( or ollie ) ) puppy )	 ( abby puppy )	>
|	 ( ( millie ( and millie ) ) cat )	 ( millie pony )	=
>	 ( mouse pet )	 ( ( ollie ( and ( mouse ( and millie ) ) ) ) pet )	>
#	 ( marcel dog )	 ( ( marcel ( or marcel ) ) pet )	=
>	 ( marcel dog )	 ( ( marcel ( and ollie ) ) puppy )	>
#	 ( ( pumpkin ( or marcel ) ) puppy )	 ( ollie puppy )	#
#	 ( pumpkin pony )	 ( ( abby ( and ollie ) ) pony )	#
#	 ( ( millie ( and millie ) ) dog )	 ( mouse dog )	#
#	 ( ( oona ( and mertz ) ) pony )	 ( ( millie ( and abby ) ) pony )	#
<	 ( ( abby ( and millie ) ) puppy )	 ( abby dog )	<
|	 ( oona spotted )	 ( ( mouse ( and oona ) ) kitten )	>
#	 ( ( pumpkin ( or pumpkin ) ) pet )	 ( pumpkin puppy )	=
<	 ( oona pet )	 ( ( oona ( or ollie ) ) pet )	<
|	 ( mertz cat )	 ( ( millie ( and mertz ) ) dog )	>
#	 ( mertz dog )	 ( ( mertz ( or mertz ) ) spotted )	=
>	 ( oona striped )	 ( ( oona ( and abby ) ) kitten )	>
>	 ( oona puppy )	 ( ( pumpkin ( and oona ) ) puppy )	>
>	 ( pumpkin dog )	 ( ( pumpkin ( and ollie ) ) puppy )	>
#	 ( millie cat )	 ( ( pumpkin ( or pumpkin ) ) cat )	#
#	 ( ( ollie ( or ollie ) ) pet )	 ( marcel pet )	#
<	 ( mouse cat )	 ( ( mouse ( or millie ) ) cat )	<
>	 ( ( abby ( or pumpkin ) ) cat )	 ( pumpkin kitten )	>
#	 ( oona pet )	 ( ( oona ( and oona ) ) spotted )	=
>	 ( mertz dog )	 ( ( pumpkin ( and mertz ) ) dog )	>
#	 ( ( oona ( and abby ) ) cat )	 ( ollie cat )	#
|	 ( millie cat )	 ( ( millie ( and mouse ) ) puppy )	>
>	 ( ( mertz ( or ollie ) ) pet )	 ( mertz pet )	>
#	 ( ( ( ollie ( or ollie ) ) ( and mouse ) ) dog )	 ( millie dog )	#
#	 ( millie striped )	 ( ( oona ( and ollie ) ) spotted )	#
|	 ( ( mouse ( and ( abby ( or mouse ) ) ) ) puppy )	 ( mouse cat )	=
#	 ( oona cat )	 ( ( oona ( or oona ) ) spotted )	=
|	 ( marcel puppy )	 ( ( marcel ( and ollie ) ) pony )	>
|	 ( ( mertz ( and ( mertz ( and mertz ) ) ) ) dog )	 ( mertz cat )	=
>	 ( abby dog )	 ( ( abby ( and marcel ) ) puppy )	>
#	 ( abby cat )	 ( ( marcel ( and pumpkin ) ) cat )	#
v	 ( oona striped )	 ( ( oona ( or ollie ) ) spotted )	<
|	 ( ( oona ( or mouse ) ) kitten )	 ( mouse pony )	>
#	 ( oona pet )	 ( ( oona ( or ( mertz ( and oona ) ) ) ) puppy )	=
#	 ( millie cat )	 ( ( oona ( and abby ) ) cat )	#
<	 ( abby puppy )	 ( ( ollie ( or abby ) ) dog )	<
#	 ( mertz pet )	 ( ( marcel ( and ( ollie ( or ollie ) ) ) ) pet )	#
#	 ( mouse striped )	 ( ( mertz ( and ollie ) ) spotted )	#
<	 ( mertz puppy )	 ( ( mertz ( or mertz ) ) dog )	=
<	 ( ollie kitten )	 ( ( oona ( or ollie ) ) striped )	<
#	 ( abby dog )	 ( ( marcel ( and pumpkin ) ) dog )	#
|	 ( ( pumpkin ( or millie ) ) pony )	 ( pumpkin kitten )	>
|	 ( ( millie ( or ollie ) ) kitten )	 ( millie pony )	>
#	 ( mertz spotted )	 ( ( marcel ( or oona ) ) spotted )	#
<	 ( abby spotted )	 ( ( mouse ( or abby ) ) spotted )	<
<	 ( pumpkin pet )	 ( ( ( ollie ( or oona ) ) ( or pumpkin ) ) pet )	<
|	 ( ( ollie ( or marcel ) ) puppy )	 ( marcel cat )	>
>	 ( ( pumpkin ( or marcel ) ) cat )	 ( marcel kitten )	>
>	 ( mertz cat )	 ( ( mertz ( and oona ) ) cat )	>
#	 ( pumpkin striped )	 ( ( millie ( or abby ) ) spotted )	#
#	 ( ( mertz ( or marcel ) ) striped )	 ( mouse spotted )	#
<	 ( ( marcel ( and pumpkin ) ) spotted )	 ( pumpkin spotted )	<
>	 ( ( pumpkin ( or millie ) ) pet )	 ( millie pet )	>
<	 ( ( ollie ( and ollie ) ) kitten )	 ( ( oona ( or ollie ) ) cat )	<
#	 ( millie cat )	 ( ( abby ( or abby ) ) cat )	#
#	 ( ollie cat )	 ( ( ollie ( or ollie ) ) striped )	=
#	 ( mouse kitten )	 ( ( oona ( and millie ) ) kitten )	#
#	 ( ( millie ( or ( millie ( or ollie ) ) ) ) cat )	 ( mertz cat )	#
|	 ( ( mouse ( or mouse ) ) kitten )	 ( mouse dog )	=
#	 ( ( ( mertz ( and oona ) ) ( or abby ) ) pet )	 ( pumpkin pet )	#
>	 ( ( ollie ( or mertz ) ) puppy )	 ( ollie puppy )	>
|	 ( millie striped )	 ( ( marcel ( and millie ) ) puppy )	>
|	 ( ( millie ( or millie ) ) pony )	 ( millie dog )	=
|	 ( ( millie ( or abby ) ) puppy )	 ( abby striped )	>
<	 ( ( oona ( and mertz ) ) spotted )	 ( mertz spotted )	<
>	 ( abby pony )	 ( ( ollie ( and abby ) ) pony )	>
#	 ( ( pumpkin ( and mertz ) ) cat )	 ( marcel cat )	#
>	 ( ( oona ( or pumpkin ) ) dog )	 ( pumpkin dog )	>
>	 ( ( ollie ( or millie ) ) kitten )	 ( ollie kitten )	>
#	 ( ( oona ( and abby ) ) pony )	 ( ( mouse ( or mouse ) ) pony )	#
#	 ( millie striped )	 ( ( abby ( or marcel ) ) striped )	#
|	 ( ( marcel ( or abby ) ) dog )	 ( marcel cat )	>
#	 ( ( abby ( or mertz ) ) striped )	 ( marcel striped )	#
#	 ( marcel dog )	 ( ( oona ( and oona ) ) dog )	#
|	 ( ( ollie ( or marcel ) ) puppy )	 ( marcel kitten )	>
#	 ( abby spotted )	 ( ( marcel ( or marcel ) ) striped )	#
<	 ( abby pony )	 ( ( ( ollie ( or abby ) ) ( or ollie ) ) pony )	<
#	 ( ( ollie ( and pumpkin ) ) pet )	 ( marcel pet )	#
#	 ( ( mouse ( or mouse ) ) striped )	 ( mouse pet )	=
|	 ( marcel spotted )	 ( ( abby ( and marcel ) ) kitten )	>
|	 ( marcel dog )	 ( ( pumpkin ( and marcel ) ) cat )	>
|	 ( ollie puppy )	 ( ( ollie ( or ollie ) ) pony )	=
